order_id,customer_id,city,category,product,amount,order_date,status
ORD00000218,C000218,Delhi,Grocery,Sugar,79929,2024-02-08,Completed
ORD00000219,C000219,Mumbai,Grocery,Oil,28140,2024-02-09,Completed
ORD00000220,C000220,Pune,Home,AirPurifier,34812,10/02/2024,Cancelled
ORD00000221,C000221, delhi ,Grocery,Oil,4226,2024/02/11,Completed
ORD00000222,C000222,Hyderabad,Grocery,Sugar ,84003,2024-02-12,Completed
ORD00000223,C000223,Bangalore,Home,Mixer,28478,2024-02-13,Completed
ORD00000224,C000224,Hyderabad,Grocery,Rice,45524,2024-02-14,Completed
ORD00000225,C000225,Pune,Electronics,Tablet,52320,2024-02-15,Completed
ORD00000226,C000226,Mumbai,Electronics,Mobile,21611,2024-02-16,Completed
ORD00000227,C000227,Kolkata,Home,AirPurifier,43072,2024-02-17,Completed
ORD00000228,C000228,Kolkata,Grocery,Oil,invalid,2024-02-18,Completed
ORD00000229,C000229,Kolkata,Fashion,Shoes,42128,2024-02-19,Completed
ORD00000230,C000230,Mumbai,Electronics,Tablet,"12,000",2024-02-20,Completed
ORD00000231,C000231,Pune,Fashion,TShirt,72592,21/02/2024,Completed
ORD00000232,C000232,Pune,Fashion,TShirt,,2024-02-22,Completed
ORD00000233,C000233,Chennai,Fashion,Shoes,83022,2024-02-23,Completed
ORD00000234,C000234,Hyderabad,Home,Vacuum,52002,2024/02/24,Completed
ORD00000235,C000235,Chennai,Grocery,Oil,80960,2024-02-25,Completed
ORD00000236,C000236,Pune,Fashion,TShirt,43572,2024-02-26,Completed
ORD00000237,C000237,Bangalore,Electronics,Laptop,72945,2024-02-27,Completed
ORD00000238,C000238, pune ,Home,AirPurifier,28994,2024-02-28,Completed
ORD00000239,C000239,Bangalore,Electronics,Tablet,32659,2024-02-29,Completed
ORD00000240,C000240,Hyderabad,Home,Vacuum,87337,2024-01-01,Cancelled
ORD00000241,C000241,Bangalore,Electronics,Tablet,26022,2024-01-02,Completed
ORD00000242,C000242,Delhi,Home,Mixer,59227,03/01/2024,Completed
ORD00000243,C000243,Chennai,Grocery,Oil,56880,2024-01-04,Completed
ORD00000244,C000244,Mumbai,Fashion,TShirt,14297,2024-01-05,Completed
ORD00000245,C000245,Mumbai,Electronics,Mobile,65948,2024-01-06,Completed
ORD00000246,C000246,Pune,Home,AirPurifier,35066,2024-01-07,Completed
ORD00000247,C000247,Mumbai,Electronics,Tablet,invalid,2024/01/08,Completed
ORD00000248,C000248,Pune, home ,AirPurifier,45535,2024-01-09,Completed
ORD00000249,C000249,Hyderabad,Fashion,TShirt,10558,2024-01-10,Completed
ORD00000250,C000250,Mumbai,Grocery,Oil,23005,2024-01-11,Completed
ORD00000251,C000251,Chennai,Electronics,Tablet,35185,2024-01-12,Completed
ORD00000252,C000252,Chennai,Electronics,Laptop,45697,2024-01-13,Completed
ORD00000253,C000253,Chennai,Home,AirPurifier,"12,000",14/01/2024,Completed
ORD00000254,C000254,Hyderabad,Grocery,Sugar,60058,2024-01-15,Completed
ORD00000255,C000255, bangalore ,Grocery,Rice,6742,2024-01-16,Completed
ORD00000256,C000256,Hyderabad,Electronics,Laptop,40862,2024-01-17,Completed
ORD00000257,C000257,Kolkata,Fashion,TShirt,42079,2024-01-18,Completed
ORD00000258,C000258,Mumbai,Fashion,TShirt,34238,2024-01-19,Completed
ORD00000259,C000259,Chennai,Grocery,Sugar ,52707,2024-01-20,Completed
ORD00000260,C000260,Chennai,Home,Mixer,46556,2024/01/21,Cancelled
ORD00000261,C000261,Kolkata,Home,AirPurifier,,2024-01-22,Completed
ORD00000262,C000262,Pune,Home,Mixer,23085,2024-01-23,Completed
ORD00000263,C000263,Kolkata,Home,Vacuum,67874,2024-01-24,Completed
ORD00000264,C000264,Chennai,Grocery,Rice,65659,25/01/2024,Completed
ORD00000265,C000265,Mumbai,Electronics,Tablet,64470,2024-01-26,Completed
ORD00000266,C000266,Hyderabad,Grocery,Oil,invalid,2024-01-27,Completed
ORD00000267,C000267,Pune,Electronics,Laptop,38607,2024-01-28,Completed
ORD00000268,C000268,Bangalore,Home,AirPurifier,32698,2024-01-29,Completed
ORD00000269,C000269,Bangalore,Home,Vacuum,68737,2024-01-30,Completed
ORD00000270,C000270,Hyderabad,Home,Vacuum,24596,2024-01-31,Completed
ORD00000271,C000271,Hyderabad,Grocery,Rice,34096,2024-02-01,Completed
ORD00000272,C000272, mumbai ,Home,Mixer,7014,2024-02-02,Completed
ORD00000273,C000273,Chennai,Electronics,Tablet,67779,2024/02/03,Completed
ORD00000274,C000274,Kolkata,Grocery,Rice,58662,2024-02-04,Completed
ORD00000275,C000275,Kolkata,Electronics,Laptop,7011,05/02/2024,Completed
ORD00000276,C000276,Chennai,Fashion,Shoes,"12,000",2024-02-06,Completed
ORD00000277,C000277,Bangalore,Electronics,Tablet,26273,2024-02-07,Completed
ORD00000278,C000278,Delhi,Electronics,Laptop,44485,2024-02-08,Completed
ORD00000279,C000279,Hyderabad, electronics ,Laptop,21559,2024-02-09,Completed
ORD00000280,C000280,Mumbai,Fashion,TShirt,7204,2024-02-10,Cancelled
ORD00000281,C000281,Chennai,Grocery,Rice,59237,2024-02-11,Completed
ORD00000282,C000282,Pune,Grocery,Rice,70336,2024-02-12,Completed
ORD00000283,C000283,Hyderabad,Home,Vacuum,14495,2024-02-13,Completed
ORD00000284,C000284,Pune,Home,Vacuum,43898,2024-02-14,Completed
ORD00000285,C000285,Pune,Electronics,Tablet,invalid,2024-02-15,Completed
ORD00000286,C000286,Bangalore,Fashion,TShirt,46986,16/02/2024,Completed
ORD00000287,C000287,Chennai,Grocery,Sugar,63259,2024-02-17,Completed
ORD00000288,C000288,Delhi,Grocery,Sugar,68271,2024-02-18,Completed
ORD00000289,C000289, chennai ,Grocery,Sugar,66111,2024-02-19,Completed
ORD00000290,C000290,Kolkata,Electronics,Mobile,,2024-02-20,Completed
ORD00000291,C000291,Bangalore,Electronics,Tablet,75783,invalid_date,Completed
ORD00000292,C000292,Kolkata,Home,Vacuum,25754,2024-02-22,Completed
ORD00000293,C000293,Kolkata,Electronics,Laptop,54128,2024-02-23,Completed
ORD00000294,C000294,Bangalore,Grocery,Rice,40373,2024-02-24,Completed
ORD00000295,C000295,Bangalore,Home,Vacuum,68011,2024-02-25,Completed
ORD00000296,C000296,Delhi,Electronics,Tablet ,63763,2024-02-26,Completed
ORD00000297,C000297,Bangalore,Electronics,Mobile,6710,27/02/2024,Completed
ORD00000298,C000298,Kolkata,Electronics,Mobile,47742,2024-02-28,Completed
ORD00000299,C000299,Delhi,Home,Mixer,"12,000",2024/02/29,Completed
ORD00000300,C000300,Hyderabad,Electronics,Mobile,50216,2024-01-01,Cancelled
ORD00000301,C000301,Chennai,Grocery,Rice,2345,2024-01-02,Completed
ORD00000302,C000302,Bangalore,Fashion,Jeans,19596,2024-01-03,Completed
ORD00000303,C000303,Kolkata,Home,AirPurifier,82003,2024-01-04,Completed
ORD00000304,C000304,Chennai,Electronics,Mobile,invalid,2024-01-05,Completed
ORD00000305,C000305,Kolkata,Home,Mixer,56891,2024-01-06,Completed
ORD00000306,C000306, kolkata ,Home,Mixer,22516,2024-01-07,Completed
ORD00000307,C000307,Bangalore,Electronics,Mobile,11062,2024-01-08,Completed
ORD00000308,C000308,Chennai,Electronics,Mobile,53250,09/01/2024,Completed
ORD00000309,C000309,Bangalore,Electronics,Mobile,4604,2024-01-10,Completed
ORD00000310,C000310,Pune, fashion ,Jeans,16743,2024-01-11,Completed
ORD00000311,C000311,Mumbai,Home,Vacuum,28508,2024-01-12,Completed
ORD00000312,C000312,Bangalore,Fashion,Shoes,17785,2024/01/13,Completed
ORD00000313,C000313,Pune,Grocery,Oil,45777,2024-01-14,Completed
ORD00000314,C000314,Bangalore,Electronics,Mobile,42398,2024-01-15,Completed
ORD00000315,C000315,Chennai,Fashion,Jeans,25582,2024-01-16,Completed
ORD00000316,C000316,Hyderabad,Grocery,Sugar,7505,2024-01-17,Completed
ORD00000317,C000317,Kolkata,Electronics,Laptop,59589,2024-01-18,Completed
ORD00000318,C000318,Bangalore,Grocery,Sugar,43075,2024-01-19,Completed
ORD00000319,C000319,Kolkata,Grocery,Rice,,20/01/2024,Completed
ORD00000320,C000320,Hyderabad,Electronics,Laptop,73470,2024-01-21,Cancelled
ORD00000321,C000321,Bangalore,Fashion,Shoes,79754,2024-01-22,Completed
ORD00000322,C000322,Bangalore,Home,Vacuum,"12,000",2024-01-23,Completed
ORD00000323,C000323, kolkata ,Electronics,Tablet,invalid,2024-01-24,Completed
ORD00000324,C000324,Pune,Fashion,Shoes,11387,2024-01-25,Completed
ORD00000325,C000325,Chennai,Electronics,Tablet,50569,2024/01/26,Completed
ORD00000326,C000326,Mumbai,Electronics,Laptop,19317,2024-01-27,Completed
ORD00000327,C000327,Delhi,Home,AirPurifier,23371,2024-01-28,Completed
ORD00000328,C000328,Delhi,Home,Mixer,30738,2024-01-29,Completed
ORD00000329,C000329,Hyderabad,Electronics,Laptop,89573,2024-01-30,Completed
ORD00000330,C000330,Mumbai,Fashion,Jeans,15370,31/01/2024,Completed
ORD00000331,C000331,Mumbai,Electronics,Laptop,66214,2024-02-01,Completed
ORD00000332,C000332,Pune,Electronics,Mobile,20501,2024-02-02,Completed
ORD00000333,C000333,Delhi,Home,Mixer ,30366,2024-02-03,Completed
ORD00000334,C000334,Delhi,Home,Vacuum,34891,2024-02-04,Completed
ORD00000335,C000335,Hyderabad,Electronics,Tablet,17591,2024-02-05,Completed
ORD00000336,C000336,Kolkata,Grocery,Sugar,17328,2024-02-06,Completed
ORD00000337,C000337,Mumbai,Fashion,Shoes,52861,2024-02-07,Completed
ORD00000338,C000338,Chennai,Electronics,Mobile,27295,2024/02/08,Completed
ORD00000339,C000339,Pune,Home,Mixer,62365,2024-02-09,Completed
ORD00000340,C000340, chennai ,Grocery,Sugar,10701,2024-02-10,Cancelled
ORD00000341,C000341,Kolkata, home ,Mixer,1532,11/02/2024,Completed
ORD00000342,C000342,Delhi,Electronics,Tablet,invalid,2024-02-12,Completed
ORD00000343,C000343,Kolkata,Grocery,Oil,59865,2024-02-13,Completed
ORD00000344,C000344,Hyderabad,Home,Vacuum,78587,2024-02-14,Completed
